,pid,class-0-latency,class-1-latency,class-2-latency,class-3-latency,pr-0,pr-1,pr-2,pr-3,ar-0,ar-1,ar-2,ar-3,class-0-bw,class-1-bw,class-2-bw,class-3-bw
1255,38516-1642719777,1.614047,12.114554,2.931282,6.298691,92,26,85,62,38,2,29,24,505.58567125,3086.496593749997,4971.33135625,3484.9643715
1256,30905-1642718771,1.620015,10.440892,2.627928,7.881029,80,24,76,23,14,0,19,15,505.49626300000006,3501.1053090000028,5029.625892499998,2937.852144000001
1257,114199-1642724737,1.585173,4.609447,7.629229,11.342586,99,80,88,80,24,7,13,18,505.7454110000002,6620.547773500002,3116.8234345000014,2125.9713172499987
1258,43015-1642720430,1.5909339999999998,7.690867,4.157504,9.042983,98,49,71,81,38,16,28,14,505.76090799999986,4879.249334750001,4720.401764249999,2182.60407375
1259,50726-1642721442,1.581205,5.440222,6.493064,11.406326,60,94,98,63,20,11,34,17,505.7680612500001,6248.880626500004,3610.2807514999986,2014.0492909999998
1260,25945-1642718112,1.5904639999999999,8.683678,5.015403,7.439363,73,40,48,33,27,15,20,17,505.7394505000001,4477.316140500001,4112.335443249998,3210.462331499999
1261,112850-1642724541,1.592628,5.121991,6.381186,11.526561,29,71,96,89,5,13,20,16,505.6226257500001,5998.623371000004,3764.9738797500013,2056.8251614999995
1262,55599-1642722086,1.5884049999999998,4.434197,9.71164,8.400329,100,80,34,93,28,9,2,23,505.7775967500001,6325.389144499998,2543.200253,2968.8155660000007
1263,31776-1642729261,1.587227,4.09168,10.703133,11.740377,74,99,39,78,18,25,12,17,505.70487949999995,7667.75965549999,2068.2036880000005,2070.9323882499993
1264,87829-1642823919,1.595699,3.835776,9.404061,13.36396,80,95,95,84,28,41,4,14,505.83124174999995,7726.083993749997,2341.2108415,1650.826932749999
1265,5647-1642725465,2.458771,5.427812,7.330583,9.645447,10,70,91,46,0,28,12,23,497.68447875000004,6010.251044750002,3338.9163012500003,2571.508884
1266,73033-1642735008,1.596493,5.760694,6.5176359999999995,10.366765000000001,21,65,100,63,3,23,28,20,505.73468199999996,5758.749246,3792.1750555000003,2344.5212850000003
1267,75247-1642735278,1.6191740000000001,11.970243,3.079906,5.980838,83,27,78,93,31,8,29,23,505.4974550000001,3275.1309855000004,4509.872199000003,3718.189002499999
1268,20198-1642727716,1.584175,5.611269,6.311629,10.122622,71,65,98,97,8,1,24,21,505.82170425000004,5738.842486499998,3709.210156250001,2436.3696542500015
1269,47514-1642731556,1.594282,4.529148,8.537941,10.917076999999999,21,92,78,75,3,15,21,20,505.70607175000004,6829.696892500001,2871.561050000001,2213.2539760000004
1270,77942-1642735661,1.593958,4.777291,7.265654,10.006523,73,78,94,98,13,16,21,22,505.6858060000002,6343.961951250001,3089.302783250001,2440.5133720000003
1271,74799-1642735221,1.589772,9.657956,5.943118,5.655228,71,36,40,90,9,14,17,35,505.7275292500001,4027.5216067500023,3588.3402822499993,4176.192284250002
1272,12548-1642726390,1.575062,4.8010269999999995,9.441414,9.35238,88,90,94,91,8,24,18,26,505.88250100000005,6689.175366750002,2515.0012952500006,2720.704078
1273,18376-1642727376,1.578177,8.299037,4.779708,8.039963,77,44,93,78,22,4,29,24,505.75494725,4467.244147499998,4518.296719999999,2875.5581369999986
1274,37177-1642730161,1.599231,4.341973,6.669008,18.53137,100,84,94,77,31,25,27,5,505.53560199999987,6961.287259250004,3832.243680250001,862.2884757499996
1275,25954-1642718116,1.582946,4.776295,6.606139,13.147442,85,77,99,72,12,18,22,12,505.78475025000006,6652.615068749998,3571.9394679999964,1586.2715234999996
1276,28691-1642718469,1.608078,8.491348,3.407427,8.484807,96,44,72,81,35,6,29,11,505.52010525000014,4535.268543000003,4956.694840000002,2188.56692225
1277,65895-1642734026,1.5938059999999998,3.945899,9.637344,16.206402,98,96,69,46,21,22,12,9,505.70845474999993,8044.575452250008,2459.8741524999987,1170.0332190000006
1278,39414-1642730459,1.590301,4.024636,9.664742,13.546569,83,94,69,44,11,28,3,12,505.7489870000001,8050.410748249999,2257.1086895000008,1448.7743374999995
1279,21077-1642727800,1.5977700000000001,4.65883,6.913842,13.780691,70,79,62,76,15,14,13,10,505.64885100000004,6599.320173000004,3681.3473702499996,1462.9793190000007
1280,107049-1642723742,1.583829,5.3733,5.610346,14.513586,100,71,100,63,23,17,25,8,505.7430265000001,6340.053079500004,4182.8370105,1218.7862399999992
1281,60958-1642722779,1.597925,4.516774,12.901693,7.760856,97,85,52,82,23,34,0,34,505.65361875,7243.6964532500015,1088.998318999999,3264.591693999998
1282,7864-1642725724,1.583479,7.493798,4.826151,9.760652,43,50,70,74,10,4,22,18,505.72156874999996,4919.719693749996,4522.63832175,2387.2029777499984
1283,87315-1642736962,1.587364,5.708437,6.965201,9.108858,76,64,47,93,0,17,11,21,505.78594150000004,5810.109377999995,3488.798140750001,2635.424138249998
1284,109279-1642724070,1.593715,5.291876,5.738013,12.298112,92,69,82,73,57,15,13,11,505.702495,5982.793568500004,4172.750713500001,1558.5410605000002
1285,25973-1642718123,1.606751,4.808935,6.108366,24.749743,70,80,99,90,20,20,13,1,505.5236809999999,6886.008978249996,4274.669885250001,396.25287175
1286,45246-1642720727,1.58484,5.750125,11.718948,5.8980239999999995,56,64,15,96,15,15,0,27,505.84197075,5924.921035000003,1866.6589262499992,3978.4920217500007
1287,7871-1642725731,1.5955650000000001,7.453589,3.715684,10.589951,52,51,98,29,18,17,42,8,505.7096492500001,5081.593988500001,5029.220583000001,1528.7005917499998
1288,50719-1642721437,1.6009069999999999,3.955035,12.522765,10.485729,100,97,98,98,29,16,1,22,505.7752127499999,8023.7913137500045,1222.985979,2395.930292250001
1289,58279-1642732978,1.602574,4.367787,16.272276,7.97057,70,91,22,99,7,33,0,33,505.5582519999999,7421.604395250002,852.6599417499998,3282.4707035000006
1290,26427-1642728535,1.5696080000000001,5.276855,7.824122,8.946081,92,69,76,100,12,5,24,27,505.89799975000005,5957.432984500001,3149.1363042499997,2815.9451474999987
1291,40279-1642720062,1.627737,6.956165,10.75505,4.596783,26,56,96,91,2,27,9,54,505.3234092500001,5268.332957250006,1997.9977607500005,4411.064386749997
1292,9216-1642725918,1.593887,5.260121,9.650411,7.161919,40,69,76,94,5,20,2,36,505.73945025000023,6131.838559999991,2348.5064500000008,3369.5602412499998
1293,12989-1642726474,1.606971,3.920212,11.740006,10.563944,100,99,53,90,26,24,3,21,505.7656765000002,7967.574594499999,1329.4458370000002,2336.2326612499996
1294,21532-1642727891,1.596174,6.050267,7.613615,7.731297,76,74,94,98,5,23,30,31,505.6858055000001,5566.5397647499985,3233.4101202500015,3056.7491065000004
1295,6533-1642725594,1.5875629999999998,5.431247,5.511524,17.496841,58,70,85,50,13,17,22,5,505.6118970000001,6201.663017249996,4538.815021000001,907.2399147500004
1296,108815-1642723988,1.584648,4.6300609999999995,9.32508,9.610222,68,81,86,94,2,19,8,25,505.76329200000015,6741.343738500004,2458.1313147500005,2647.510766999998
1298,25936-1642718106,1.604883,3.780258,9.371075,17.381233,71,99,52,22,27,44,0,6,505.6142802500001,8370.3076825,2328.9394374999997,916.0995495000003
1299,53402-1642732340,1.591618,6.740681,4.306379,11.423145,79,57,100,83,25,8,20,7,505.67150024999995,5456.91966975,4813.381436250001,1368.4856894999991
1300,45702-1642720774,1.60161,3.9300100000000002,11.645583,11.434779,89,98,100,93,22,5,5,19,505.79667024999986,7956.328391499999,1575.5867952499998,2151.224611500002
1301,111079-1642724329,1.59849,4.206745,14.408187999999999,9.069164,99,92,76,100,25,21,1,27,505.7060717499999,7772.607803750002,1103.2497862500006,2740.8194529999996
1302,19279-1642727570,1.625633,13.085287,4.293802,5.276443,44,22,77,62,4,2,39,44,505.5439475000001,2767.9193024999986,4879.831073499998,3972.067835500001
1303,18830-1642727473,1.579348,6.023637,5.630272,10.775954,100,62,91,89,35,16,1,15,505.78117350000014,5607.875584500001,4258.371591249996,1916.7840487499996
1304,87329-1642736963,1.592214,4.052251,10.259778,11.37999,89,93,49,86,5,31,0,18,505.75017875000003,7627.371550000006,1990.8082472500014,2111.285923499999
1305,53388-1642732321,1.625554,4.068287,13.747534,9.396082,73,89,2,17,3,68,1,11,505.6190482500001,7742.851971500001,1295.70722625,2647.7563385
1306,32668-1642729363,1.60287,5.447572,5.5919609999999995,12.088272,98,86,98,48,20,15,39,15,505.62262450000003,6015.628572499998,3904.5464999999967,1870.596410999998
1307,57838-1642732929,1.596812,5.956482,5.093359,13.39921,88,64,93,89,22,17,24,8,505.76209975,5778.621434499997,4650.226828750001,1286.365985
1308,47071-1642731481,1.598137,5.016342,5.660189,21.096834,90,75,84,53,32,8,29,3,505.582094,6523.8368519999985,4422.4989410000035,671.309234
1309,90072-1642824173,1.582141,6.261777,8.362488,5.925611,88,59,54,96,42,6,4,41,505.80382374999994,5524.679421499998,2867.45786675,3438.5263927500005
1310,28684-1642718467,1.597869,3.800913,9.54881,17.975758,76,98,76,69,18,21,13,7,505.62620150000015,8214.7014115,2462.68033925,972.7573384999998
1311,40766-1642720098,1.5802809999999998,7.368308,6.341173,7.156988,71,71,96,97,15,9,39,34,505.7311052500001,5025.258061500002,3608.1027997499973,3261.862993749999
1312,49789-1642721326,1.589686,4.09202,9.768377,13.101558,98,97,92,83,29,31,15,14,505.6941507500001,7775.808573000004,2302.65855675,1675.9860537499985
1313,105712-1642723584,1.62643,15.628900999999999,2.620184,5.509783,49,14,89,95,15,3,27,28,505.46407625,2095.068694,5290.555954000001,4001.0046962499982
1314,91860-1642824424,1.5896789999999998,4.876393,6.525264,15.815035,99,78,94,73,22,19,24,7,505.6762692500002,6691.6728005,3931.0276502499987,1047.2548002499998
1315,33127-1642719093,1.602564,8.964799,2.7616769999999997,11.585805,93,43,100,36,20,9,35,0,505.5892465000001,4515.82789225,5676.082370500005,1214.0035614999997
1316,35348-1642719407,1.589618,4.629652,6.642745,13.792339,71,80,73,57,13,12,16,10,505.80620700000003,6690.250635750001,3657.926320749999,1414.74485725
1317,1918-1642724959,1.6120329999999998,18.37583,2.8787659999999997,6.5416989999999995,88,11,92,98,12,1,15,23,505.72156925,1617.8286075,6172.025204000001,3613.7115965000016
1318,35362-1642729813,1.575594,5.714391,6.292674,10.771949,99,65,87,93,26,9,4,18,505.7501790000001,5797.197818000001,3879.1394247499957,2216.8469427500013
1319,80178-1642735967,1.5789339999999998,5.293983,8.497184,8.493563,33,88,99,100,7,23,23,29,505.86581275000015,6178.299187249994,2851.5195829999993,2910.013199250002
1320,10723-1642726138,1.5942919999999998,5.467541,7.229865,9.357512,66,99,97,89,25,0,30,24,505.6774612500001,5868.978496250007,3416.03636775,2594.150306250001
1321,76596-1642735472,1.594962,6.074438,4.851169,11.635776,74,61,93,31,29,9,40,12,505.6619645,5574.485063750004,4525.488614750001,1667.5329239999999
1322,110623-1642724223,1.607306,10.609358,4.258548,6.611823,98,33,78,98,27,4,24,30,505.50341624999993,3704.764842749997,4695.5025192500025,3212.1932524999966
1323,45232-1642720685,1.596749,4.353231,12.73878,7.478864,99,85,26,72,39,20,3,30,505.7275297500001,7043.272259249997,1491.8446547499996,3162.202834249998
1324,37170-1642730147,1.609385,10.443933,2.8241300000000003,7.409408,93,35,85,82,11,9,21,9,505.5522912499999,3876.8553714999985,5053.118467999999,2615.6198957499996
1325,7423-1642725712,1.594716,7.064202,8.510795,6.003268,72,50,28,61,24,23,13,31,505.62143375000005,4884.6638219999995,2960.9119879999994,3973.3350285000006
1326,109286-1642724075,1.582418,5.583453,5.9073080000000004,10.544959,62,64,69,66,48,16,9,18,505.83601024999996,5582.900047999994,4051.1476997500004,2228.8990007499983
1327,48932-1642731746,1.578278,4.632747,8.833683,10.866331,99,80,55,98,31,28,9,21,505.84316175,6794.412135499998,2730.7605740000013,2333.5206510000016
1328,25991-1642718136,1.5768529999999998,5.863789,6.10346,9.797184,99,62,52,66,31,3,2,18,505.74183425000007,5562.634470249999,3781.28767,2539.2878055
1329,86867-1642736888,1.6022509999999999,5.088628,6.518533,10.597961,85,73,77,93,6,26,28,19,505.59401574999976,6056.222914249997,3554.2774200000003,2245.6300272500016
1330,106161-1642723674,1.61476,12.397408,2.935457,6.174178,93,25,89,96,20,4,22,24,505.607128,3041.29123925,4865.5533795,3629.5759682500016
1331,24632-1642728286,1.59878,4.578747,6.755188,17.784216,94,82,88,60,16,14,15,6,505.57374925,7022.461894999997,3689.0387542500025,933.75563725
1332,11646-1642726277,1.5861200000000002,4.342086,8.495621,13.018,74,91,89,49,17,22,21,13,505.7811744999999,7331.453561749997,2863.23547125,1597.11718375
1333,53847-1642732398,1.578072,6.155879,6.833447,8.230345,97,59,98,93,15,13,26,28,505.77282949999994,5357.2010995,3589.931726249999,2944.3609717500017
1334,89089-1642737196,1.6063990000000001,4.145485,8.795391,26.582615,33,95,49,36,19,24,24,1,505.6035519999999,7983.671424499996,3064.943551999998,501.49083175000015
1335,30919-1642718781,1.597918,6.425229,6.871535,7.669169,70,57,100,100,11,4,27,30,505.7644839999998,5260.604618749996,3529.090883499999,3077.704905749997
1336,111065-1642724316,1.592172,5.79525,19.784672,4.914176,90,83,20,86,30,2,3,54,505.6583877500001,6132.028102249997,842.4043632499996,4520.881176000001
1337,11191-1642726167,1.59204,4.191759,10.488457,11.308181,86,100,79,77,26,22,12,19,505.7120315000001,7685.288192000005,2009.7267655,2129.303217999999
1338,58286-1642732992,1.599751,7.351794,7.153122,6.031564,44,51,92,96,4,16,28,40,505.76329275,4931.638241749999,3285.599947500001,3615.4150982499996
1339,35834-1642730011,1.594785,5.572266,7.687478,8.703852,88,70,84,95,12,18,25,28,505.5236817500001,5739.364621749999,3200.6359112499995,2911.688089750001
1340,66776-1642734151,1.6278700000000002,4.282764,5.404698,13.011148,74,100,100,68,19,23,27,11,505.28168625000006,5581.83192875,4233.645200749997,1682.4162000000003
1341,48484-1642731696,1.603517,14.522233,2.67413,8.782159,97,18,83,29,34,5,33,9,505.7024950000001,2515.2587905000014,6143.021584249997,2860.8715542499995
1342,45239-1642720718,1.607613,4.129499,8.51234,25.393072,64,94,84,63,20,25,0,3,505.701303,7912.675141499993,3045.066594999999,598.0420112499997
1343,38511-1642730347,1.58663,4.209465,8.619887,11.530558,81,86,100,83,17,22,9,18,505.9099195,7234.960793250005,2582.8015860000023,2020.0288294999982
1344,70337-1642734617,1.596455,4.188035,8.526593,11.06051,67,87,85,83,28,21,12,20,505.6893815000001,7185.916898500004,2404.159306999999,2239.7899625000014
1345,75701-1642735345,1.576931,6.6810469999999995,6.608688,8.047743,93,56,91,72,40,9,21,28,505.85150625000017,5289.784669749997,3727.70070875,2886.80553425
1346,42553-1642720364,1.584562,4.241237,9.759665,12.945796,65,99,91,79,10,17,17,14,505.8550827500001,7657.307383750001,2518.72539625,1638.4267797500006
1347,74807-1642735261,1.5753979999999999,4.444107,9.257223,10.619306,65,90,83,98,13,19,17,21,505.89323100000007,7092.406752249997,2512.4204152499988,2280.262706749999
1348,79738-1642735931,1.616203,3.981067,8.909893,23.897654,100,100,69,28,34,34,21,3,505.51056825000006,8146.02613225,2812.3533725000007,585.0672735000002
1349,33556-1642729494,1.604293,4.240523,6.994328,15.213243,98,85,88,65,30,4,21,8,505.54513925000015,7132.742403000007,3404.7067144999987,1135.36596325
1350,12541-1642726388,1.599297,4.739761,6.865959,10.099094,61,77,85,86,10,5,16,21,505.6452742500001,5931.2260160000005,3405.6639680000035,2431.441545249997
1351,52477-1642721694,1.580133,4.657311,10.325693,8.777888,99,97,89,97,24,13,14,28,505.8288579999999,6945.3620887499965,2091.4793000000013,2811.511755750002
1353,47974-1642731621,1.582097,5.111556,7.171709,10.05198,93,71,89,72,29,20,11,21,505.86462000000006,6107.934711000005,3436.554669749999,2362.7793772499986
1355,50712-1642721435,1.575208,5.869561,7.08512,8.880617,96,63,56,98,19,14,15,25,505.9576030000001,5615.088942250003,3497.8175162499983,2810.63556675
1356,79731-1642735913,1.607049,4.289996,8.059756,30.315222,74,99,95,56,15,27,26,2,505.49507100000005,7942.95787825001,3139.008283750001,459.6769812499999
1357,58277-1642722418,1.597762,4.613545,20.898462,7.053648,89,94,30,81,19,33,0,36,505.6440819999999,7454.6504017499965,724.7924792499989,3331.928253499999
1358,54296-1642732488,1.5966369999999999,4.802494,7.204206,10.015799,95,74,88,98,19,16,8,23,505.72395249999994,5965.2733802500015,3266.0102867499986,2598.84119025
1359,12533-1642726373,1.602463,3.922069,8.848199,23.532501,86,97,99,60,20,23,13,4,505.6011675,8089.985849999998,2786.890267999998,686.3486764999999
1360,54288-1642732438,1.605367,10.571121,4.789847,5.514776,42,31,49,73,23,13,12,8,505.65123500000016,3637.0027034999985,4141.2925715,3905.2844049999985
1361,40272-1642720043,1.585758,4.156927,10.616589,12.221805,97,95,40,73,21,37,14,15,505.7525635000001,7823.200226000004,2145.4226984999996,1839.1346922499993
1362,91302-1642737480,1.5750609999999998,5.662312,8.951963,7.127231,29,64,95,97,8,22,1,37,505.82766550000014,5636.111496250004,2756.62898975,3444.062470749999
1363,39428-1642730486,1.588601,5.350976,6.261967,12.175,63,78,96,98,19,10,36,15,505.7072635,6108.211278999996,3894.5388787499996,1839.104891249999
1364,40306-1642730568,1.603465,4.016179,9.203928,20.348497,72,96,45,79,14,59,19,3,505.5046079999998,7990.293506999994,2848.482131500001,764.70136675
1365,14761-1642726701,34.880199,5.348332,4.90478,15.754027,1,80,73,76,0,27,46,7,131.77275650000007,6389.651299999998,4555.431602749998,1150.8619775000004
1366,69887-1642734567,1.6350419999999999,8.584139,4.083247,8.933946,53,43,75,97,1,22,34,18,505.4628850000001,4503.563640749999,4771.897793000003,2500.7724765000003
1368,79281-1642735838,1.603554,4.696467,6.190252,18.909962,75,80,100,86,14,21,28,3,505.63096900000016,6938.941477249996,4057.2786324999993,626.2588485000006
1369,82854-1642736312,1.582436,5.216453,9.80434,7.617998,42,70,25,60,19,16,8,28,505.7418350000001,6043.809654500001,2455.9020982499987,3314.229249750002
1370,63174-1642723095,1.6053410000000001,4.073602,9.36517,34.527344,95,100,72,45,11,26,17,1,505.68461350000024,8536.0503175,2651.9846922499983,354.8002222500003
1371,1925-1642724979,1.6159089999999998,10.252956,3.62725,7.495022,68,34,86,62,9,20,25,23,505.60832050000005,3850.969077000001,4786.115883750002,3045.831918250002
1372,52945-1642732278,1.5993439999999999,9.576579,3.254755,7.9619,100,38,86,90,17,3,13,15,505.54394650000006,4080.9202202499987,5062.639714249996,2503.051758250002
1373,45246-1642731227,1.5843669999999999,4.361785,9.187114,12.339824,98,100,90,88,26,24,18,16,505.88846124999986,7488.0182737500045,2526.453732249999,1838.9320377500005
1374,9681-1642725987,1.5854979999999999,5.419715,7.017011,9.50339,86,67,42,55,30,9,16,18,505.5785177499999,5575.238463499998,3505.6614855000007,2792.2070022500025
1375,5186-1642725380,1.576873,4.976995,9.214437,8.932486,94,86,78,75,11,41,19,27,505.8908462500001,6512.740851749999,2627.3322109999995,2786.493301249999
1376,111975-1642724452,1.574168,6.999492,5.468994,9.047227,90,53,98,85,31,11,30,22,505.85508374999995,5063.444375999996,4201.534986000002,2635.7674597499995
